PRECTOTCORR,QV2M,PS,WS50M,T2M,TS,ALLSKY_SFC_SW_DWN,WS10M,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_PAR_TOT,WS2M
0.58,15.08,100.75,9.02,22.3,21.89,5.85,6.7,1.47,110.82,109.8,5.2
19.07,13.92,100.94,4.23,20.3,20.54,2.34,3.19,0.78,100.38,48.01,2.53
5.44,10.07,101.16,6.59,18.88,19.94,5.64,5.36,1.49,111.48,104.03,4.35
0.03,9.34,101.8,6.14,18.51,19.52,5.8,5.04,0.5,114.92,107.54,4.09
0.04,8.54,102.28,5.89,17.23,19.06,6.08,4.85,1.41,114,111.2,3.97
0.01,8.85,102.55,5.56,18.08,19.17,5.83,4.52,1.2,109.73,106.4,3.66
0,8.67,102.25,3.05,18.83,19.39,5.58,2.57,1.3,102.81,99.71,2.11
0,11.05,101.44,4.02,19.99,20.15,4.63,3.02,1.33,102.94,84.4,2.3
1.2,12.45,101.11,4.73,20.56,20.68,5.2,3.49,1.42,109.81,99.57,2.7
1.99,14.47,101.1,6.51,21.88,21.51,3.63,4.54,1.2,106.25,70.93,3.46
0.57,14.04,101.58,4.12,21.89,21.99,5.48,3.06,1.39,106.16,103.62,2.36
0.74,14.04,101.89,2.36,21.67,22.02,3.91,1.99,1.11,104.34,76.28,1.59
0.2,13.67,101.87,2.91,21.08,21.8,3.6,2.51,1.1,106.1,70.73,2.07
0.25,14.04,101.74,6.52,21.29,21.66,2.39,5.24,0.81,103.9,48.37,4.2
3.66,13.61,101.22,11.68,21.14,21.02,2.07,9.47,0.75,103.03,42.96,7.45
0.06,13.61,100.95,10.23,22.31,21.4,3.28,7.34,1.12,103.57,65.79,5.59
0,13,101.37,7.99,21.9,20.94,2.65,5.36,0.92,105.32,53.84,4.05
0.37,11.66,101.29,9.26,21.99,21.33,4.66,6.54,1.32,104.48,90.16,5.02
0,12.02,101.45,5.34,23.03,21.82,5.49,3.88,1.47,104.23,103.95,2.85
0.03,13.18,101.6,4.09,22.66,22.33,5.36,2.9,1.34,102.12,101.84,2.12
0.09,13.79,101.59,2.9,22.21,22.37,4.88,2.35,1.23,94.16,91.92,1.84
0.06,13.61,101.47,3.8,21.15,21.89,4.01,3.23,1.3,99.52,78.45,2.65
0.08,14.65,100.94,5.49,22.58,22.71,3.89,4.2,0.5,96.05,76.19,3.34
0.01,10.56,100.71,9.41,21.47,21.36,5.2,7.29,1.34,96.83,96.36,5.73
0,7.45,101.54,4.44,17.25,19.38,4.93,3.67,1.23,98.38,89.8,3.06
1.09,8.54,101.93,7.62,16.05,18.44,2.84,6.44,0.75,88.97,53.62,5.22
0.11,6.96,102.56,4.27,15.72,18.18,5.28,3.58,0.99,96.14,95.64,2.97
0,7.02,102.78,4.07,16.97,18.39,5.28,3.41,1.07,95.27,95.2,2.77
0,8.18,103.34,4.6,16.99,18.25,5.02,3.98,1.05,93.8,91.58,3.25
0.01,9.52,102.64,7.26,17.86,18.75,5.14,5.91,1.09,92.98,92.73,4.73
0.58,11.78,101.8,8.15,20.49,20.33,3.96,6.12,1.02,88.8,76.05,4.8
0.4,12.94,101.71,4.62,20.88,20.83,4.34,3.45,1.02,87.18,82.35,2.69
0.05,13.49,101.75,6.27,20.76,20.52,3.68,4.85,0.92,83.12,69.77,3.78
14.45,15.14,101.35,9.7,21.82,20.98,1.54,6.97,0.54,81.08,32.24,5.34
6.68,15.56,101.25,10.12,21.91,21.17,0.98,7.38,0.38,83.95,20.61,5.66
0.02,13,101.6,4.29,21.99,21.33,4.29,2.91,1.09,86.41,81.61,2.09
1.52,12.02,101.83,6.16,19.91,20.21,2.42,4.97,0.75,78.99,47.29,3.95
1.8,8.67,102.48,11.05,16.47,18,3.19,9.32,0.85,84.25,62.14,7.45
0.4,9.28,102.7,7.09,16.65,17.94,3.27,5.9,0.86,84.31,63.46,4.82
2.26,12.02,102.16,3.46,18.87,19.14,2.28,2.75,0.67,80.34,45.47,2.2
1.12,12.7,101.34,7.25,19.68,19.58,2.37,5.55,0.62,76.7,46.05,4.32
0.75,7.87,101.46,8.32,15.47,17.27,1.82,6.78,0.53,80.05,35.87,5.48
0,5.07,102.42,5.8,11.64,15.72,4.58,4.69,0.83,81.23,80.84,3.85
0,7.32,102.44,5.74,15.76,16.98,4.31,4.55,0.7,78.19,77.76,3.66
0,8.18,102.08,7.38,16.18,16.84,4.41,5.9,0.76,78.77,78.55,4.7
0,7.75,101.92,6.57,17.26,17.26,4.34,4.88,0.77,78.77,78.53,3.76
0,7.63,102.49,4.49,17.05,17.31,4.03,3.49,0.72,75.94,72.47,2.71
0.07,8.97,102.73,3.78,16.8,17.08,3.87,2.98,0.7,73.09,69.16,2.31
0.33,12.08,102.14,7.97,18.41,18.16,3.12,6.11,0.7,74.59,59.23,4.71
24.3,13.37,100.85,12.35,19.69,18.95,1.84,9.59,0.53,71.98,36.77,7.38
27.01,9.03,100.47,3.74,16.43,16.87,1.5,2.98,0.42,66.78,28.95,2.4
2.89,6.84,100.48,8.67,13.94,15.87,1.59,7.12,0.38,63.6,30.27,5.75
0,6.04,101.7,5.68,13.38,15.23,3.91,4.64,0.57,70.12,69.42,3.74
0.95,9.4,101.43,7.91,16.33,16.23,3.55,6.15,0.62,70,63.9,4.8
77.98,12.39,99.81,11.96,18.08,17.45,0.44,9.41,0.12,65.49,8.62,7.3
5.68,7.14,99.77,12.12,12.75,15.01,3.01,9.98,0.6,64.48,54,7.91
0,5.55,101.71,8.7,11.43,13.65,3.51,7.02,0.6,67.28,62.76,5.64
0.04,6.53,102.43,4.98,12.44,13.8,1.89,3.95,0.46,62.14,35.91,3.16
0.16,11.47,102.22,6.55,16.97,16.44,2.75,4.51,0.52,61.27,51.3,3.36
0.17,10.44,101.72,8.07,16.46,16.1,2.95,5.79,0.55,61.57,54.88,4.39
0.01,6.1,102.46,7.02,11.33,13.42,2.66,5.66,0.55,63.58,48.15,4.62
2.23,9.7,102.05,6.97,15.01,15.15,0.87,5.39,0.23,58.04,17.45,4.23
0.88,10.19,101.34,8.48,15.75,15.64,0.95,6.28,0.25,56.96,18.94,4.88
22.71,5.55,102.01,8.28,8.3,12.1,0.82,7.04,0.22,59.62,15.92,5.78
0.76,5.55,102.19,6.98,8.04,11.98,1.5,6.09,0.36,59.78,28.61,5.02
0.15,6.04,101.9,4.11,10.65,12.83,2.67,3.4,0.41,58.8,48.3,2.77
0.14,3.97,102.27,11.63,4.34,10.22,3.05,9.77,0.44,60.71,52.69,7.85
0,2.69,103.25,5.29,1.6,8.67,3.34,4.48,0.42,58.56,56.97,3.78
0,3.23,102.95,1.55,6.4,9.58,2.58,1.34,0.39,57.55,46.21,1.19
5.88,5.31,102.53,5.8,7.8,10.14,0.65,4.84,0.14,50.79,12.62,3.96
1.55,5.07,102.47,6.52,6.2,9.96,0.94,5.41,0.18,52.73,17.84,4.45
0.34,5.19,102.16,5.59,7.77,10.5,2.4,4.62,0.37,55.37,42.98,3.76
2.63,6.59,101.07,9.27,11.41,12.16,1.91,7.32,0.3,51.8,34.77,5.81
0.01,3.97,101.64,9.54,6.45,9.8,3.15,7.83,0.34,55.62,54.15,6.27
3.29,5.55,100.79,8.24,9.55,10.37,1.18,6.41,0.19,52.5,22.34,5.11
11.26,6.47,99.77,13.77,11.08,11.99,2.26,10.9,0.3,49.4,40.23,8.52
0.09,4.27,101.62,9.75,6.21,9.64,2.27,7.93,0.26,51.82,39.63,6.41
0,5.74,101.79,10.46,10.01,10.53,2.86,8.11,0.29,53.15,49.66,6.4
16.27,6.65,101.35,8.97,10.01,11.05,0.99,6.98,0.13,42.76,18.46,5.55
0,3.42,101.76,5.11,3.57,8.38,2.78,4.21,0.28,50.1,46.94,3.46
0,4.09,101.53,5.27,6.43,8.92,2.8,4.3,0.3,49.13,48.84,3.45
0.1,5.86,100.75,6.52,9.21,9.96,2.73,5.22,0.34,51.18,48.12,4.14
0,4.7,101.22,8.47,7.21,9.23,2.58,6.82,0.35,51.52,45.23,5.48
0,4.33,101.8,8.45,6.94,8.98,2.53,6.8,0.31,46.95,44.05,5.47
0,5.19,102.63,6.5,7.8,9.15,2.62,5.16,0.33,47.88,46.59,4.09
0.11,6.16,102.01,8.9,10.05,10.16,2.65,6.75,0.39,47.79,46.01,5.27
0.18,5.43,102.17,5.98,8.11,9.13,1.54,4.68,0.29,46.25,28.05,3.7
0.23,5.43,102.02,6.85,8.37,9.57,2.64,5.52,0.34,46.69,45.37,4.42
0,4.15,102.37,2.27,6.3,8.44,2.13,1.95,0.26,47.01,37.68,1.6
0.07,4.82,102.21,1.8,8.39,8.74,0.91,1.6,0.14,40.92,17.03,1.37
0.13,5.25,102.78,4.3,8.29,8.77,2.26,3.51,0.23,40.84,38.76,2.84
5.95,8.06,101.85,12.02,12.37,11.39,1,9,0.17,42.27,18.96,6.95
7.99,4.76,101.36,9.04,7.66,9.33,1.65,7.2,0.26,47.72,29.79,5.77
0.02,3.78,101.5,8.88,5.51,7.98,2.64,7.09,0.26,46.38,45.21,5.72
0.11,3.23,101.63,5.05,3.33,7.09,1.11,4.07,0.16,45.26,20.48,3.34
17.25,3.72,100.92,5.72,2.14,6.73,0.31,4.85,0.06,34.93,5.88,4.04
0.03,3.6,101.19,8.65,2.62,6.33,2.23,6.97,0.27,39.6,37.5,5.66
0.51,3.48,101.5,5.93,3.75,6.77,2.18,4.81,0.19,42.02,37.41,3.96
1.45,4.82,100.05,9.62,6.23,7.7,0.91,7.6,0.12,38.7,17.22,6.04
0.24,2.5,100.11,12.58,-1.28,5.15,1.61,10.55,0.15,43.79,27.44,8.47
1.56,3.11,100.74,7.79,0.33,5.44,1.55,6.54,0.14,40.11,26.4,5.41
4.32,2.44,101.56,3.7,-2.07,4.59,0.74,3.2,0.09,41.44,13.52,2.73
0.06,3.54,101.68,10.22,1.81,5.47,1.94,8.3,0.18,41.72,34.04,6.7
0.01,3.23,102.35,2.98,1.92,5.39,1.19,2.64,0.15,40.62,21.94,2.21
0.34,5.07,101.65,4.55,5.44,6.35,1.69,3.69,0.2,38.39,30.19,2.94
0,5.62,101.03,9.59,7.25,7.29,1.73,7.19,0.18,42.09,31.15,5.61
0,4.03,101.23,9.1,5.04,6.39,1.47,7.11,0.2,44.89,26.47,5.66
0,2.93,102.13,4.31,2.44,5.65,2.5,3.57,0.23,44.13,43.2,2.95
0.21,5,102.16,4.82,6.45,6.73,0.46,3.66,0.06,36.45,8.76,2.86
10.38,6.65,101.09,8.85,8.61,8.48,0.45,6.76,0.06,37.55,8.73,5.3
4.74,4.21,101.82,8.41,4.37,6.62,1.57,6.91,0.2,43.95,28.4,5.64
3.91,3.66,101.21,11.65,2.8,5.88,1.87,9.71,0.19,39.96,31.7,7.74
0,2.26,102.79,9.16,-1.42,4.05,2.04,7.63,0.18,42.4,34.69,6.28
0.11,2.01,103.11,7.58,-3.52,3.16,2.03,6.47,0.18,42.91,34.76,5.4
0.01,1.83,103.24,9.78,-6.85,1.4,2.5,8.25,0.2,44.05,41.47,6.78
0.54,1.89,102.54,6.62,-6.08,1.66,1.91,5.71,0.18,43.76,32.54,4.79
26.79,2.2,101.7,6.11,-4.16,1.9,0.73,5.02,0.09,42.45,13.31,4.16
0.24,1.83,102.3,10.18,-7.39,0.05,1.81,8.47,0.16,44.38,31.27,6.88
0.04,1.71,102.77,8.95,-8.6,-1.09,2.37,7.39,0.16,45.02,38.91,5.99
0.03,1.95,102.8,9.4,-5.79,0.17,2.43,7.68,0.15,44.6,40.3,6.23
0.28,1.77,102.31,4.4,-3.87,-0.1,2.46,3.69,0.17,45.18,40.73,3.02
58.13,2.75,99.74,16.78,-2.88,1.71,0.23,14.2,0.02,43.09,4.28,11.1
0.1,1.65,101.03,15.2,-8.74,-1.13,2.13,12.61,0.16,45.39,35.67,10.02
0.17,1.53,102.4,12.66,-10.02,-1.99,2.15,10.37,0.16,45.08,35.71,8.34
0.01,1.53,103.24,7.46,-9.74,-2.54,2.39,6.01,0.17,46.81,40.45,4.88
14.19,2.62,102.14,9.78,-2.09,1.24,1.37,7.98,0.16,45.05,25.12,6.49
0.03,3.36,102.15,7.93,0.91,1.8,2.53,6.2,0.25,47.2,43.88,4.9
0.02,3.11,103.01,4.39,1.05,1.33,2.5,3.41,0.27,48.62,44.2,2.7
0.28,5.19,102.61,8.04,4.78,3.37,1.31,4.95,0.2,46.33,24.57,3.55
36.76,6.71,101.17,13.08,7.84,4.69,0.9,8.09,0.2,46.59,18.09,5.9
13.48,4.03,101.09,12.38,1.86,3.52,2.34,9.8,0.32,47.62,41.95,7.72
0,1.83,103.44,9.11,-5.08,0.58,2.95,7.88,0.31,50.53,49.04,6.48
0.2,2.5,103.46,7.54,-3.3,0.67,1.61,6.51,0.19,48.79,28.31,5.37
0.41,3.48,102.99,3.59,1.22,2.25,1.94,2.88,0.25,49.22,35.01,2.3
7.45,3.54,102.26,7.34,0.57,2.44,0.84,6.27,0.12,47.06,16.25,5.09
0,2.32,101.67,8.65,-2.96,0.57,2.95,7.18,0.24,50.16,49.39,5.88
0,2.93,101.64,7.29,0.09,1.27,2.32,5.82,0.26,50.38,40.38,4.66
0,3.91,101.32,9.01,3.44,2.74,2.77,6.36,0.32,50.42,48.3,4.84
0.02,4.27,101.99,4.23,4.44,3.49,2.5,3.02,0.34,48.69,43.98,2.19
0.62,5.07,101.93,4.18,4.84,4.12,1.32,2.62,0.23,42.56,24.64,1.85
21.19,6.23,100.61,11.89,7.81,5.51,0.88,7.88,0.16,49.8,17.57,5.86
0.02,3.36,101.42,9.16,2.08,2.63,2.66,7.19,0.27,53.95,46.25,5.72
0,2.2,102.83,7.96,-1.15,1.57,3.35,6.61,0.29,56.97,56.38,5.42
0,2.32,103.72,4.22,-0.17,1.92,3.27,3.37,0.3,56.4,56.27,2.73
0.02,4.7,102.91,9.91,4.65,3.54,2.89,6.91,0.36,56.52,51.27,5.3
7.9,5.49,102.3,6.41,6.23,4.37,0.8,4.07,0.15,52.82,15.69,2.85
1.54,4.03,101.9,9.18,3.11,3.33,1.49,7.29,0.23,55.07,27.8,5.81
2.59,2.99,101.47,8.77,-0.29,1.94,1.67,7.39,0.22,53.3,30.33,6.03
0,2.26,102.15,7.62,-2.13,1.35,3.34,6.5,0.3,58.78,56.93,5.38
6.83,4.03,101.32,7.42,2.86,2.74,1.58,5.48,0.24,52.89,29.52,4.31
15.73,2.44,101.71,11.23,-2.21,1.01,2.62,9.47,0.3,59.27,44.89,7.62
0,1.95,102.86,8.3,-3.71,0.05,3.39,6.83,0.31,60.13,57.3,5.61
28.95,4.27,101.66,8.87,3.22,2.68,1.52,6.16,0.27,61.77,29.07,4.78
0,2.87,101.52,8.75,-0.2,1.55,3.59,7.3,0.44,63.59,61.63,5.88
0.41,2.75,102.73,3.89,0.46,1.75,1.52,3.15,0.21,57.06,27.91,2.58
18.96,4.21,102.13,9.48,2.6,2.38,0.52,7.13,0.09,59.45,10.34,5.62
0.08,2.5,102.59,7.74,-0.91,1.71,3.48,6.52,0.41,63.69,58.96,5.38
0.08,2.69,103.17,5.83,-0.1,1.65,2.34,4.54,0.3,62.87,42.71,3.7
10.74,5.31,102.21,8.48,5.02,3.73,1.64,5.22,0.3,64.89,31.32,3.85
38.03,6.04,101.36,8.37,6.73,4.96,0.61,5.59,0.13,63.79,12.13,4.16
2.96,4.21,102.63,8.73,4.25,3.74,1.58,6.39,0.27,68.46,29.73,4.96
0,2.5,103.97,6.05,-0.45,1.89,3.98,5.05,0.52,70.3,67.48,4.17
3.06,4.52,102.48,6.62,4.15,3.86,3.28,4.59,0.48,69,59.48,3.53
6.89,5.98,101.03,7.02,6.57,5.19,1.69,4.3,0.29,64.3,32.62,3
10.65,5.98,100.64,9.2,7.55,5.83,1.37,6.34,0.33,70.24,27.39,4.63
12.27,3.23,102.4,5.42,1.09,2.69,3.73,4.46,0.6,75.87,65.24,3.7
0.54,3.66,102.39,6.45,2.63,2.74,4.31,5.02,0.74,76.13,75.18,3.95
9.29,4.94,102.93,7.72,5.29,4.39,2.44,5.19,0.53,73.26,45.38,3.88
1.23,6.84,102.57,9.5,9.08,7.26,2.9,6.02,0.61,70.66,53.13,4.41
0.93,7.87,102.5,10.42,11.19,8.73,3.41,6.76,0.7,76.19,63.4,4.91
7.66,4.76,103.36,8.62,5.07,4.98,0.64,6.81,0.19,67.17,13,5.41
9.4,4.52,103.08,6.7,3.67,4.05,0.88,5.37,0.27,78,18.21,4.33
1.63,5.37,102.07,5.41,6.78,5.7,1.67,3.62,0.46,75.14,32.51,2.63
44.43,5.37,101.58,5.73,5.41,4.82,0.8,4.23,0.29,76.42,16.63,3.2
0.07,4.76,102.02,5.76,5.58,4.9,2.01,3.94,0.59,81.47,38.18,2.85
0,4.15,102.6,6.13,4.92,4.72,4.92,4.48,0.81,86.24,85.85,3.43
0.11,5,101.62,8.55,6.26,5.51,4.57,5.98,0.65,83.02,80.59,4.61
11.17,5.74,100.72,5.08,7.11,6.1,2.41,3.3,0.45,78.23,45.95,2.37
39.31,4.33,99.41,17.16,2.76,3.89,0.59,14.3,0.13,85.93,12.27,11.13
0.53,4.09,101.29,14.26,3.8,4.18,3.47,11.64,0.54,86.02,63.27,9.13
0.11,3.72,101.77,11.28,3.23,3.97,2.42,9.26,0.42,87.55,44.13,7.36
0.28,3.48,101.6,10.17,2.1,3.4,2.94,8.41,0.38,87,53.11,6.74
2,3.6,101.5,4.98,2.81,4.06,5.03,4.15,0.66,88.02,87.34,3.4
40.24,4.15,100.38,12.78,2.16,3.55,0.81,10.98,0.19,90.85,16.95,8.71
0.05,3.42,100.52,8.76,1.46,2.62,4.17,7.14,0.63,92.21,74.1,5.74
0.43,3.36,100.7,9.85,1.58,2.86,3.86,8.09,0.55,90.86,68.61,6.51
0.03,3.3,101.35,9.01,1.72,2.83,4,7.41,0.55,89.6,69.53,5.95
0,3.3,101.74,6.26,2.15,3.24,5.34,4.98,0.65,93.15,91.8,4.02
4.18,3.97,101.18,8.62,2.61,3.36,3.1,7.12,0.49,90.06,57.26,5.76
8.24,3.78,100.27,12.45,2.23,3.46,2.14,10.41,0.5,96.55,40.6,8.27
0.82,3.36,100.21,11.9,1.45,3.08,4.87,9.97,0.7,95.18,84.95,7.96
0.1,3.6,100.16,10.21,2.9,3.83,5.19,8.29,0.63,94.33,89.99,6.62
0.09,3.11,100.77,10.84,1.37,2.91,4.53,8.88,0.5,96.3,79.4,7.1
0,3.17,100.94,8.8,2.14,3.3,5.18,6.96,0.71,99.91,90.9,5.57
0,2.75,101.24,6.39,1.42,2.97,5.82,5.36,0.84,101.8,101.48,4.37
0,3.23,101.3,4.48,3.04,3.61,5.63,3.58,0.83,101.68,98.49,2.84
2.13,3.11,101.12,8.96,1.5,2.69,1.2,7.41,0.29,105.7,25.02,6.01
20.67,3.85,100.31,12.21,1.69,3.25,1.03,10.23,0.29,103.4,21.93,8.16
0.48,4.09,100.86,10.02,3.8,4.08,4.75,7.88,0.79,105.84,85.98,6.21
0.01,3.91,101.54,6.82,3.92,4.27,5.03,5.22,0.77,103.62,89.48,4.1
0,3.72,101.79,7.23,3.73,4.19,5.7,5.56,0.8,100.45,98.25,4.34
0.03,3.66,102.75,7.77,3,3.76,3.8,6.39,0.5,109.79,68.67,5.13
0,3.36,103.73,6.41,2.96,3.8,6.35,5.36,0.92,111.79,110.94,4.34
0.13,3.36,102.99,4.03,2.8,3.68,4.03,3.38,0.81,114.73,74.51,2.77
0.61,5.13,101.69,4.23,5.64,5.68,3.23,3.05,0.93,109.48,63.69,2.31
0.56,5.92,101.38,4.62,7.11,6.71,1.83,3.41,0.6,107.12,37.94,2.53
7.48,6.41,100.77,9.17,8.83,7.18,2.32,6.25,0.71,103.16,46.54,4.64
0,3.97,102.18,7.21,5.4,5.74,6.8,5.74,1.32,118.34,118.16,4.55
1.37,5.13,101.55,8.57,7.26,6.2,3.48,6.02,0.83,111.16,67.04,4.5
13.99,3.85,101.86,5.62,3.1,4.32,3.53,4.83,0.84,115.27,66.28,3.96
3.18,4.82,101.66,4.21,4.69,4.64,1.18,3.35,0.31,103.23,24.7,2.62
6.25,5.49,100.24,11.73,7.44,6.23,2.01,8.68,0.55,111.77,40.39,6.66
0,3.05,101.74,9.53,3.22,4.26,6.65,7.69,1.37,122.51,116.15,6.12
1.48,4.94,101.17,8.58,5.99,5.3,3.01,6.2,0.62,109.67,57.46,4.8
0.63,3.78,101.02,6.49,4.92,5.34,3.98,5.02,0.96,122.43,74.93,3.98
0.01,2.99,101.21,9.05,2.43,4.17,6.25,7.47,1.21,121.38,109.23,6.05
0.16,3.11,102.12,4.89,2.93,4.77,5.98,3.97,1.07,123.89,106.34,3.28
1.04,4.15,102.03,4.16,4.79,5.61,3.4,3.09,0.75,118.36,62.14,2.41
0,3.78,102.04,4.62,5.1,5.74,6.63,3.54,1.18,121.79,116.37,2.79
0.01,5.74,101.52,8.12,7.92,7.28,4.73,5.91,0.98,114.75,87.72,4.49
1.07,7.57,101.12,10.59,11.8,9.52,4.91,7.12,1.09,109.04,90.88,5.25
0.37,7.69,101.41,8.44,11.18,9.76,6.62,6.2,1.48,121.92,120.99,4.63
15.69,4.76,102.2,12.57,4.9,5.57,1.61,10.74,0.57,124.23,33.62,8.47
43.58,6.71,100.31,13.73,8.9,7.59,3.43,10.55,1.02,122.96,66.45,8.1
0.9,4.33,100.41,8.77,5.49,5.95,4.23,7.12,1.09,129.75,78.66,5.68
0.03,4.39,100.83,6.95,6.29,6.34,6.24,5.4,1.26,126.69,111.68,4.19
2.58,5.07,100.77,6.92,6.44,6.49,2.26,5.4,0.59,125.31,44.84,4.2
0.01,3.91,102.19,9.06,5.09,6.01,7.52,7.22,1.34,133.85,133.34,5.73
0,4.52,102.73,5.8,7.22,7.05,7.44,4.13,1.41,135.36,131.75,3.02
0,4.76,102.8,4.89,8.46,8.15,7.65,3.62,1.54,136.98,135.17,2.8
0.01,5.74,103,4.43,8.51,8.35,7.67,3.27,1.45,137.18,136.27,2.46
0.69,6.29,102.57,6.9,9.45,8.83,6.14,4.7,1.64,139.37,112.93,3.49
20.29,7.51,100.89,6.88,10.41,9.68,2.12,4.87,0.8,136.23,45.02,3.69
0.31,7.08,100.64,5.8,12.53,10.63,7.18,3.83,1.57,136.23,129.7,2.62
11.51,7.2,100.8,3.77,10.3,9.66,1.53,2.75,0.41,120.93,31.95,1.95
1.12,7.26,100.85,4.11,10.62,10.33,6.4,3.07,1.46,132.09,117.38,2.27
2.46,5.8,101.28,7.63,9.58,9.5,5.44,5.7,1.28,133.74,99.4,4.41
0.9,5.25,101.56,7.58,7.65,7.92,4.65,6.08,1.09,135.1,88.08,4.8
0,6.47,101.7,6.39,12.63,10.83,7.58,4.23,1.55,136.5,135.73,2.98
0.02,8.54,101.69,9.99,15.68,13.04,7.65,6.19,1.71,140.7,137.49,4.38
0.1,10.5,101.43,10.17,17.19,14.45,6.85,6.33,1.62,132.31,128.54,4.47
0.9,10.68,101.14,9.22,16.72,14.44,4.11,5.98,1.24,126.7,80.52,4.23
0.01,7.63,101.7,7.26,14.3,12.65,4.92,4.57,1.59,140.21,93.73,3.24
2.76,8.12,101.35,5.12,12.39,11.85,1.83,3.38,0.62,128.04,38.56,2.47
0.09,8.42,101.72,3.93,13.73,13.29,6.23,2.79,1.57,137.01,117.39,1.96
0.01,7.81,102.26,3.52,12.71,13.12,7.7,2.87,1.57,143.03,141.24,2.29
0.01,7.57,101.96,2.84,12.96,13.38,6.85,2.43,0.5,145.37,127.89,1.96
4.11,8.48,101.26,5.48,12.97,13.11,4.84,4.28,1.15,138.72,93.3,3.37
0.02,8.12,101.47,4.5,15.87,14.4,7.37,2.88,1.91,146.47,137.4,1.9
11.15,8.54,101.76,4.21,13.44,13.76,3.03,3.35,0.99,129.12,61.63,2.65
18.77,7.69,101.84,5.02,11.67,12.64,1.7,4.32,0.63,133.22,36.79,3.59
6.42,8.97,101.43,3.66,13.91,14.49,5.49,3.01,1.61,143.22,106.96,2.39
3.34,11.47,101.09,8.37,17.11,15.78,6.73,5.59,1.83,133.65,126.8,4.06
15.58,9.34,101.71,6.06,14.18,14.09,1.72,4.56,0.64,137.13,37.81,3.58
24.27,9.64,101.59,3.31,14.61,14.54,2.52,2.47,0.96,145.46,53.82,1.88
0.24,7.87,102.38,8.42,13.48,12.94,2.66,6.45,0.95,139.41,55.7,4.97
22.49,8.12,102.21,7.72,12,12.08,1.95,6.06,0.84,144.2,42.85,4.77
1.54,11.23,101.45,8.58,17.7,15.41,5.53,5.66,1.84,144.03,107.8,4.01
0,8.79,102.04,4.86,15.77,14.94,7.85,3.16,2.26,148.77,144.63,2.26
7.63,9.09,101.81,3.7,14.15,13.98,2.86,2.6,1.05,145.88,58.33,1.88
0.92,10.25,101.27,5.27,17.56,16.03,6.59,3.45,2.12,151.05,126.5,2.28
0,9.22,101.83,6.34,18.08,16.42,8.34,4.13,2.1,154.01,153.88,2.97
0.02,11.05,101.39,9.25,18.4,16.82,7.74,5.98,1.84,142.56,139.84,4.39
0.36,13,100.92,7.08,20.25,18.41,6.67,4.49,1.83,140.27,126.76,3.16
16.48,10.44,101.46,6.87,15.72,15.33,1.65,5.5,0.6,127.77,35.78,4.25
4.89,8.85,101.71,4.23,13.94,14.77,4.17,3.52,1.41,145.61,82.08,2.83
0.05,11.29,101.49,4.12,17.99,17.01,6.6,2.73,2.03,152.34,127.8,1.91
0.16,10.5,101.82,4.99,16.02,16.22,5.13,3.61,1.77,156.38,100.73,2.68
2.05,10.93,101.5,6.61,16.35,16.05,3.5,4.66,1.34,153.23,72.09,3.52
4.83,12.57,100.83,4.48,18.46,17.36,4.34,2.85,1.38,138.73,86.31,1.92
3.72,13.49,100.67,5.11,20.74,18.33,6.18,3.48,1.83,147.04,121.14,2.36
6.47,8.48,101.38,10.34,14.39,14.86,4.67,8.59,1.66,154.87,93.72,6.81
12.19,9.28,100.67,5.62,15.14,15.31,6.18,4.46,1.97,153.21,118.9,3.45
0.55,9.95,100.45,6.41,16.9,15.8,6.18,4.2,1.82,148.67,115.95,2.95
0.09,8.97,101.11,4.23,15.55,15.86,6.74,3.24,1.96,153.83,127.69,2.55
0.01,9.58,101.89,4.59,15.4,15.9,6.06,3.77,1.7,143.51,113.41,3.01
0.01,11.23,101.95,5.95,18.29,17.82,6.68,4.12,1.75,139.18,123.85,3.11
0.06,11.6,101.79,3.3,19.57,18.69,7.08,2.17,1.95,143.59,132.98,1.48
11.96,10.5,101.61,3.69,17.45,17.36,2.66,2.73,1.03,152.34,56.55,2.07
5.22,8.61,101.76,5.6,15.82,16.58,6.24,4.66,1.98,154.48,118.41,3.81
0.04,9.03,102.13,5.41,16.5,16.85,8.09,4.44,2.02,154.73,146.78,3.55
2.6,12.7,101.19,7.83,18.9,18.36,3.41,5.54,1.17,144.67,70.82,4.23
0.07,11.47,100.79,8.52,20.54,19.08,8.36,5.34,2.56,158.99,155.18,3.85
0.03,10.31,101.27,4.95,18.71,18.22,5.89,3.55,0.5,156.18,113.28,2.58
0,10.74,101.56,4.43,20.17,19.35,8.26,3.1,2.17,153.78,151.52,2.27
0.03,12.08,101.7,4.94,21.01,20.23,8.31,3.42,2.48,157.95,155.45,2.55
0.37,14.16,101.33,8.59,21.62,20.79,7.26,6.11,2.04,144.12,137.73,4.63
4.39,13.98,100.76,6.28,23.16,21.33,7.42,4,2.54,158.6,144.38,2.72
1.08,13.49,100.92,4.62,21.13,21.06,6.86,3.34,2.34,156.03,132.73,2.59
14.22,12.88,100.69,3.18,21.87,21.21,6.3,2.36,2.21,154.77,123.46,1.8
0.13,12.39,101.39,6.19,19.48,20.03,4.54,5.2,1.66,154.54,90.55,4.18
